1580,166.7
1582,167.11
1584,167.58
1586,167.34
1588,168.19
1590,168.43
1592,168.83
1594,169.33
1596,169.14
1598,169.3
1600,169.98
1602,170.16
1604,170.2
1606,170.37
1608,170.81
1610,170.8
1612,171.28
1614,171.33
1616,171.52
1618,172.17
1620,172.04
1622,172.5
1624,172.28
1626,172.71
1628,172.76
1630,173.28
1632,173.39
1634,173.54
1636,173.21
1638,173.83
1640,174.03
1642,174.22
1644,174.15
1646,174.11
1648,174.67
1650,174.63
1652,174.84
1654,175.01
1656,175.7
1658,175.71
1660,175.14
1662,175.46
1664,175.91
1666,175.39
1668,176.15
1670,176.15
1672,176.4
1674,176.21
1676,176.31
1678,177.08
1680,176.81
1682,176.58
1684,176.67
1686,177.26
1688,177.23
1690,176.98
1692,177.3
1694,178.06
1696,177.6
1698,177.25
1700,177.78
1702,177.86
1704,178.06
1706,178.14
1708,178.28
1710,178.32
1712,178.32
1714,178.73
1716,178.51
1718,178.57
1720,178.88
1722,178.91
1724,179
1726,179.09
1728,179.63
1730,179.36
1732,179.44
1734,179.38
1736,179.67
1738,179.47
1740,180.2
1742,179.87
1744,179.86
1746,180.19
1748,179.76
1750,180.34
1752,180.25
1754,180.28
1756,180.4
1758,180.63
1760,180.47
1762,180.38
1764,180.68
1766,180.6
1768,180.88
1770,180.51
1772,181.08
1774,181.04
1776,180.82
1778,180.97
1780,181.21
1782,181.56
1784,181.09
1786,181.5
1788,181.17
1790,181.43
1792,181.41
1794,181.54
1796,181.42
1798,181.29
1800,181.53
1802,181.72
1804,181.6
1806,181.72
1808,181.85
1810,181.87
1812,181.65
